,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,emabarked,fare_capped,family_size,is_alone
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,S,39.6875,6,0
825,0,3,male,29.69911764705882,0,0,6.95,Q,Third,man,True,Queenstown,no,True,Q,6.95,1,1
826,0,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,Southampton,no,True,S,56.4958,1,1
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,Cherbourg,yes,False,C,37.0042,3,0
828,1,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,Q,7.75,1,1
829,1,1,female,62.0,0,0,80.0,,First,woman,False,,yes,True,S,65.6344,1,1
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,Cherbourg,yes,False,C,14.4542,2,0
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,Southampton,yes,False,S,18.75,3,0
832,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,C,7.2292,1,1
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,S,7.8542,1,1
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,Southampton,no,True,S,8.3,1,1
835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,Cherbourg,yes,False,C,65.6344,3,0
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,S,8.6625,1,1
837,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,S,56.4958,1,1
839,1,1,male,29.69911764705882,0,0,29.7,C,First,man,True,Cherbourg,yes,True,C,29.7,1,1
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,Southampton,no,True,S,7.925,1,1
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,Southampton,no,True,S,10.5,1,1
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,Cherbourg,yes,True,C,31.0,1,1
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,Cherbourg,no,True,C,6.4375,1,1
844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,S,8.6625,1,1
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,Southampton,no,True,S,7.55,1,1
846,0,3,male,29.69911764705882,8,2,69.55,S,Third,man,True,Southampton,no,False,S,65.6344,11,0
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,C,7.8958,1,1
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,Southampton,no,False,S,33.0,2,0
849,1,1,female,29.69911764705882,1,0,89.1042,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,Southampton,no,False,S,31.275,7,0
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,Southampton,no,True,S,7.775,1,1
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,Cherbourg,no,False,C,15.2458,3,0
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,Southampton,yes,False,S,39.4,2,0
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,Southampton,no,False,S,26.0,2,0
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,Southampton,yes,False,S,9.35,2,0
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,Southampton,yes,False,S,65.6344,3,0
857,1,1,male,51.0,0,0,26.55,S,First,man,True,Southampton,yes,True,S,26.55,1,1
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Cherbourg,yes,False,C,19.2583,4,0
859,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,C,7.2292,1,1
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,Southampton,no,False,S,14.1083,3,0
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,Southampton,no,False,S,11.5,2,0
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,S,25.9292,1,1
863,0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,False,Southampton,no,False,S,65.6344,11,0
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,Southampton,no,True,S,13.0,1,1
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,S,13.0,1,1
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Cherbourg,yes,False,C,13.8583,2,0
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,Southampton,no,True,S,50.4958,1,1
868,0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,Southampton,no,True,S,9.5,1,1
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False,S,11.1333,3,0
870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,Southampton,yes,False,S,52.5542,3,0
872,0,1,male,33.0,0,0,5.0,S,First,man,True,Southampton,no,True,S,5.0,1,1
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,Southampton,no,True,S,9.0,1,1
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,Cherbourg,yes,False,C,24.0,2,0
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,Cherbourg,yes,True,C,7.225,1,1
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,Southampton,no,True,S,9.8458,1,1
877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
878,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,S,26.0,2,0
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Southampton,no,True,S,10.5167,1,1
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,Southampton,no,True,S,10.5,1,1
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True,S,7.05,1,1
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Queenstown,no,False,Q,29.125,6,0
886,0,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,no,True,S,13.0,1,1
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,Southampton,yes,True,S,30.0,1,1
888,0,3,female,29.69911764705882,1,2,23.45,S,Third,woman,False,Southampton,no,False,S,23.45,4,0
889,1,1,male,26.0,0,0,30.0,C,First,man,True,Cherbourg,yes,True,C,30.0,1,1
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Q,7.75,1,1
